tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	107984783	0	live	LOC107984783		uncharacterized LOC107984783		15q22.2	15	NC_000015.10	61687092	61689712	minus	3		
9606	Homo sapiens	107984781	0	live	LOC107984781		uncharacterized LOC107984781		15q23	15	NC_000015.10	70528673	70535747	minus	2		
9606	Homo sapiens	107984779	0	live	LOC107984779		uncharacterized LOC107984779			15							
9606	Homo sapiens	107984777	0	live	LOC107984777		uncharacterized LOC107984777		15q26.1	15	NC_000015.10	89377655	89379216	minus	3		
9606	Homo sapiens	107984776	0	live	LOC107984776		uncharacterized LOC107984776		15q14	15	NC_000015.10	34805077	34806335	plus	3		
9606	Homo sapiens	107984772	0	live	LOC107984772		uncharacterized LOC107984772		15q24.2	15	NC_000015.10	75195673	75197740	plus	2		
9606	Homo sapiens	107984770	0	live	LOC107984770		uncharacterized LOC107984770		15q12	15	NC_000015.10	25829087	25832973	minus	2		
9606	Homo sapiens	107984766	0	live	LOC107984766		uncharacterized LOC107984766		15q12	15	NC_000015.10	27087270	27100909	minus	4		
9606	Homo sapiens	107984763	0	live	LOC107984763		uncharacterized LOC107984763		15q15.1	15	NC_000015.10	40171892	40239701	minus	3		
9606	Homo sapiens	107984750	0	live	LOC107984750		uncharacterized LOC107984750		15q25.1	15	NC_000015.10	79154398	79158234	minus	3		
9606	Homo sapiens	107984735	0	live	LOC107984735		uncharacterized LOC107984735		15q25.3	15	NC_000015.10	87308633	87310558	minus	3		
9606	Homo sapiens	107984733	0	live	LOC107984733		uncharacterized LOC107984733		15q21.1	15	NC_000015.10	47175531	47177517	plus	2		
9606	Homo sapiens	107984716	0	live	LOC107984716		uncharacterized LOC107984716		15q23	15	NC_000015.10	71478443	71524598	minus	3		
9606	Homo sapiens	107984713	0	live	LOC107984713		uncharacterized LOC107984713		15q23	15	NC_000015.10	71923864	71933647	minus	2		
9606	Homo sapiens	107984711	0	live	LOC107984711		uncharacterized LOC107984711		14q24.2	14	NC_000014.9	72897371	72908342	minus	3		
9606	Homo sapiens	107984710	0	live	LOC107984710		uncharacterized LOC107984710		14q32.13	14	NC_000014.9	95346587	95369001	plus	3		
9606	Homo sapiens	107984709	0	live	LOC107984709		uncharacterized LOC107984709		14q24.1	14	NC_000014.9	68773316	68780197	minus	2		
9606	Homo sapiens	107984708	0	live	LOC107984708		uncharacterized LOC107984708		14q22.3	14	NC_000014.9	55199661	55216946	plus	3		
9606	Homo sapiens	107984703	0	live	LOC107984703		uncharacterized LOC107984703		14q32.13	14	NC_000014.9	95715483	95756779	plus	3		
9606	Homo sapiens	107984702	0	live	LOC107984702		uncharacterized LOC107984702		14q13.3	14	NC_000014.9	37384432	37388850	minus	2		
9606	Homo sapiens	107984699	0	live	LOC107984699		uncharacterized LOC107984699		14q31.3	14	NC_000014.9	88142581	88146503	plus	2		
9606	Homo sapiens	107984697	0	live	LOC107984697		uncharacterized LOC107984697		14q32.31	14	NC_000014.9	101354511	101364393	minus	5		
9606	Homo sapiens	107984696	0	live	LOC107984696		uncharacterized LOC107984696		14q32.2	14	NC_000014.9	98999425	99076140	minus	3		
9606	Homo sapiens	107984695	0	discontinued	LOC107984695		uncharacterized LOC107984695		14q24.2	14	NC_000014.9	71172546	71189072	minus	5		
9606	Homo sapiens	107984693	0	live	LOC107984693		uncharacterized LOC107984693		14q32.13	14	NC_000014.9	94842803	94856850	plus	3		
9606	Homo sapiens	107984690	0	live	LOC107984690		uncharacterized LOC107984690		14q24.3	14	NC_000014.9	74942729	74950227	plus	3		
9606	Homo sapiens	107984684	0	live	LOC107984684		uncharacterized LOC107984684		14q12	14	NC_000014.9	28578111	28606110	plus	3		
9606	Homo sapiens	107984678	0	live	LOC107984678		uncharacterized LOC107984678			14							
9606	Homo sapiens	107984676	0	live	LOC107984676		uncharacterized LOC107984676		14q22.2	14	NC_000014.9	53872836	53916912	minus	4		
9606	Homo sapiens	107984674	0	live	LOC107984674		uncharacterized LOC107984674		14q21.2	14	NC_000014.9	45253291	45269709	plus	4		
9606	Homo sapiens	107984670	0	live	LOC107984670		uncharacterized LOC107984670		14q32.33	14	NC_000014.9	104741144	104741669	minus	2		
9606	Homo sapiens	107984668	0	live	LOC107984668		uncharacterized LOC107984668		14q13.3	14	NC_000014.9	36848942	36852305	plus	3		
9606	Homo sapiens	107984661	0	live	LOC107984661		uncharacterized LOC107984661		14q32.31	14	NC_000014.9	102036315	102039037	minus	2		
9606	Homo sapiens	107984654	0	live	LOC107984654		uncharacterized LOC107984654		14q24.2	14	NC_000014.9	71286944	71295400	plus	3		
9606	Homo sapiens	107984650	0	discontinued	LOC107984650		uncharacterized LOC107984650		14q11.2	14	NC_000014.9	21706425	21712320	minus	4		
9606	Homo sapiens	107984646	0	live	LOC107984646		uncharacterized LOC107984646		14q32.13	14	NC_000014.9	94967526	94970407	minus	3		
9606	Homo sapiens	107984645	0	live	LOC107984645		uncharacterized LOC107984645		14q31.2	14	NC_000014.9	83205009	83226317	plus	5		
9606	Homo sapiens	107984644	0	live	LOC107984644		uncharacterized LOC107984644		14q21.2	14	NC_000014.9	45688993	45696980	plus	3		
9606	Homo sapiens	107984643	0	live	LOC107984643		uncharacterized LOC107984643		14q11.2	14	NC_000014.9	21384273	21391806	plus	2		
9606	Homo sapiens	107984642	0	live	LOC107984642		uncharacterized LOC107984642		14q23.1	14	NC_000014.9	59158144	59184247	plus	2		
9606	Homo sapiens	107984634	0	live	LOC107984634		uncharacterized LOC107984634		14q32.33	14							
9606	Homo sapiens	107984630	0	live	LOC107984630		uncharacterized LOC107984630		14q31.1	14	NC_000014.9	79944007	79972609	plus	3		
9606	Homo sapiens	107984628	0	live	LOC107984628		uncharacterized LOC107984628		14q13.1	14	NC_000014.9	34692884	34701340	minus	3		
9606	Homo sapiens	107984626	0	live	LOC107984626		uncharacterized LOC107984626		13q33.2	13	NC_000013.11	106231983	106373984	minus	4		
9606	Homo sapiens	107984622	0	live	LOC107984622		uncharacterized LOC107984622		13q21.32	13	NC_000013.11	67710217	67734355	minus	3		
9606	Homo sapiens	107984619	0	live	LOC107984619		uncharacterized LOC107984619		13q14.12	13	NC_000013.11	44905152	44924980	minus	2		
9606	Homo sapiens	107984618	0	live	LOC107984618		uncharacterized LOC107984618		13q34	13	NC_000013.11	111406439	111452727	plus	3		
9606	Homo sapiens	107984611	0	live	LOC107984611		uncharacterized LOC107984611		13q14.11	13	NC_000013.11	42794040	42800041	minus	3		
9606	Homo sapiens	107984609	0	live	LOC107984609		uncharacterized LOC107984609		13q33.2	13	NC_000013.11	104999320	105007434	minus	3		
9606	Homo sapiens	107984608	0	live	LOC107984608		uncharacterized LOC107984608		13q33.2	13	NC_000013.11	104838467	104891295	plus	3		
9606	Homo sapiens	107984604	0	live	LOC107984604		uncharacterized LOC107984604		13q13.3	13	NC_000013.11	36156913	36163886	minus	3		
9606	Homo sapiens	107984596	0	live	LOC107984596		uncharacterized LOC107984596		13q14.12	13	NC_000013.11	45048147	45059723	plus	3		
9606	Homo sapiens	107984593	0	discontinued	LOC107984593		uncharacterized LOC107984593		13q34	13	NC_000013.11	114126120	114127591	plus	2		
9606	Homo sapiens	107984591	0	live	LOC107984591		uncharacterized LOC107984591		13q34	13	NC_000013.11	113003092	113010336	plus	2		
9606	Homo sapiens	107984587	0	live	LOC107984587		uncharacterized LOC107984587		13q22.3	13	NC_000013.11	76815655	76821336	minus	3		
9606	Homo sapiens	107984582	0	discontinued	LOC107984582		uncharacterized LOC107984582		13q12.11	13	NC_000013.11	21616853	21628403	plus	3		
9606	Homo sapiens	107984580	0	live	LOC107984580		uncharacterized LOC107984580		13q13.3	13	NC_000013.11	39307786	39337719	minus	2		
9606	Homo sapiens	107984579	0	live	LOC107984579		uncharacterized LOC107984579		13q13.3	13	NC_000013.11	39249335	39261163	minus	3		
9606	Homo sapiens	107984577	0	live	LOC107984577		uncharacterized LOC107984577		13q12.3	13	NC_000013.11	30445745	30448973	plus	2		
9606	Homo sapiens	107984575	0	discontinued	LOC107984575		uncharacterized LOC107984575		13q32.3	13	NC_000013.11	100315977	100329531	minus	3		
9606	Homo sapiens	107984573	0	live	LOC107984573		uncharacterized LOC107984573		13q32.1	13	NC_000013.11	97235411	97239550	minus	2		
9606	Homo sapiens	107984572	0	live	LOC107984572		uncharacterized LOC107984572		13q31.3	13	NC_000013.11	90683434	90711476	plus	3		
9606	Homo sapiens	107984569	0	live	LOC107984569		uncharacterized LOC107984569		13q14.11	13	NC_000013.11	40070685	40074598	minus	3		
9606	Homo sapiens	107984568	0	live	LOC107984568		uncharacterized LOC107984568		13q14.3	13	NC_000013.11	50683721	50696639	minus	3		
9606	Homo sapiens	107984566	0	live	LOC107984566		uncharacterized LOC107984566		13q32.2	13	NC_000013.11	98073195	98075473	plus	3		
9606	Homo sapiens	107984564	0	live	LOC107984564		uncharacterized LOC107984564		13q22.3	13	NC_000013.11	77327045	77328198	plus	2		
9606	Homo sapiens	107984563	0	live	LOC107984563		uncharacterized LOC107984563		13q14.2	13	NC_000013.11	46760158	46761632	plus	3		
9606	Homo sapiens	107984559	0	live	LOC107984559		uncharacterized LOC107984559		13q14.2	13	NC_000013.11	48864925	48897435	plus	3		
9606	Homo sapiens	107984553	0	live	LOC107984553		uncharacterized LOC107984553		13q12.11	13	NC_000013.11	20178956	20186191	minus	3		
9606	Homo sapiens	107984552	0	live	LOC107984552		uncharacterized LOC107984552		13q14.11	13	NC_000013.11	44311242	44318268	plus	3		
9606	Homo sapiens	107984551	0	live	LOC107984551		uncharacterized LOC107984551		13q13.2	13	NC_000013.11	33679550	33687172	plus	2		
9606	Homo sapiens	107984544	0	live	LOC107984544		uncharacterized LOC107984544		12q21.33	12	NC_000012.12	91309387	91316454	plus	3		
9606	Homo sapiens	107984543	0	live	LOC107984543		uncharacterized LOC107984543		12q21.33	12	NC_000012.12	89712237	89817100	plus	7		
9606	Homo sapiens	107984537	0	live	LOC107984537		uncharacterized LOC107984537		12q21.31	12	NC_000012.12	85464732	85469635	minus	3		
9606	Homo sapiens	107984533	0	live	LOC107984533		uncharacterized LOC107984533		12q21.2	12	NC_000012.12	75649186	75652489	plus	3		
9606	Homo sapiens	107984530	0	live	LOC107984530		uncharacterized LOC107984530		12q21.1	12	NC_000012.12	71708465	71731049	plus	3		
9606	Homo sapiens	107984527	0	live	LOC107984527		uncharacterized LOC107984527		12p12.3	12	NC_000012.12	19036829	19068938	plus	2		
9606	Homo sapiens	107984510	0	live	LOC107984510		uncharacterized LOC107984510		12q13.13	12	NC_000012.12	52048605	52051154	minus	2		
9606	Homo sapiens	107984509	0	discontinued	LOC107984509		uncharacterized LOC107984509		12p13.2	12	NC_000012.12	10203909	10212435	minus	4		
9606	Homo sapiens	107984507	0	live	LOC107984507		uncharacterized LOC107984507		12p13.33	12	NC_000012.12	1527723	1532192	minus	2		
9606	Homo sapiens	107984500	0	live	LOC107984500		uncharacterized LOC107984500		12p13.31	12	NC_000012.12	6348181	6355779	plus	4		
9606	Homo sapiens	107984499	0	live	LOC107984499		uncharacterized LOC107984499		12q12	12	NC_000012.12	41409458	41412284	minus	2		
9606	Homo sapiens	107984498	0	live	LOC107984498		uncharacterized LOC107984498		12q12	12	NC_000012.12	41555670	41566306	minus	3		
9606	Homo sapiens	107984494	0	discontinued	LOC107984494		uncharacterized LOC107984494		12p12.3	12	NC_000012.12	16420125	16461193	plus	2		
9606	Homo sapiens	107984487	0	live	LOC107984487		uncharacterized LOC107984487		12q21.31	12	NC_000012.12	82614228	82626657	plus	3		
9606	Homo sapiens	107984485	0	discontinued	LOC107984485		uncharacterized LOC107984485		12p13.2	12	NC_000012.12	12471785	12484338	plus	2		
9606	Homo sapiens	107984484	0	live	LOC107984484		uncharacterized LOC107984484		12q12	12	NC_000012.12	39058001	39059928	minus	3		
9606	Homo sapiens	107984482	0	live	LOC107984482		uncharacterized LOC107984482		12p11.23	12	NC_000012.12	26322920	26332065	minus	3		
9606	Homo sapiens	107984478	0	live	LOC107984478		uncharacterized LOC107984478		12q21.32	12	NC_000012.12	87332917	87388224	minus	3		
9606	Homo sapiens	107984472	0	live	LOC107984472		uncharacterized LOC107984472		12q24.23	12	NC_000012.12	118818209	118834639	plus	3		
9606	Homo sapiens	107984471	0	live	LOC107984471		uncharacterized LOC107984471		12q15	12	NC_000012.12	69007659	69025331	plus	3		
9606	Homo sapiens	107984467	0	live	LOC107984467		uncharacterized LOC107984467		12q22	12	NC_000012.12	92389745	92397304	plus	3		
9606	Homo sapiens	107984466	0	live	LOC107984466		uncharacterized LOC107984466		12q13.11	12	NC_000012.12	46970092	46972290	plus	3		
9606	Homo sapiens	107984462	0	live	LOC107984462		uncharacterized LOC107984462		12p11.22	12	NC_000012.12	28123001	28134574	plus	3		
9606	Homo sapiens	107984455	0	live	LOC107984455		uncharacterized LOC107984455		12q24.33	12	NC_000012.12	131924512	131928355	minus	2		
9606	Homo sapiens	107984452	0	live	LOC107984452		uncharacterized LOC107984452		12q24.33	12	NC_000012.12	131073637	131074235	minus	2		
9606	Homo sapiens	107984451	0	discontinued	LOC107984451		uncharacterized LOC107984451		12q24.33	12	NC_000012.12	130769286	130784277	minus	4		
9606	Homo sapiens	107984450	0	live	LOC107984450		uncharacterized LOC107984450		12q24.32	12	NC_000012.12	127142005	127146080	minus	3		
9606	Homo sapiens	107984445	0	live	LOC107984445		uncharacterized LOC107984445		12q24.31	12	NC_000012.12	125284111	125290400	plus	3		
9606	Homo sapiens	107984433	0	live	LOC107984433		uncharacterized LOC107984433		12q23.3	12	NC_000012.12	103841382	103848799	plus	2		
9606	Homo sapiens	107984432	0	live	LOC107984432		uncharacterized LOC107984432		11q24.3	11	NC_000011.10	130067878	130069649	minus	2		
9606	Homo sapiens	107984431	0	live	LOC107984431		uncharacterized LOC107984431		11q22.1	11	NC_000011.10	99630257	99634262	plus	2		
9606	Homo sapiens	107984429	0	live	LOC107984429		uncharacterized LOC107984429		11q14.2	11	NC_000011.10	86888347	86897331	minus	2		
9606	Homo sapiens	107984428	0	live	LOC107984428		uncharacterized LOC107984428		11q14.2	11	NC_000011.10	86921688	86938485	minus	3		
9606	Homo sapiens	107984423	0	discontinued	LOC107984423		uncharacterized LOC107984423		11q14.1	11	NC_000011.10	81962939	81971535	plus	3		
9606	Homo sapiens	107984420	0	live	LOC107984420		uncharacterized LOC107984420		11p13	11	NC_000011.10	31993707	31995853	minus	3		
9606	Homo sapiens	107984419	0	live	LOC107984419		uncharacterized LOC107984419		11p14.1	11	NC_000011.10	30830371	30859198	minus	5		
9606	Homo sapiens	107984418	0	live	LOC107984418		uncharacterized LOC107984418		11p15.1	11	NC_000011.10	20117190	20132389	minus	3		
9606	Homo sapiens	107984411	0	live	LOC107984411		uncharacterized LOC107984411		11q25	11	NC_000011.10	131073232	131087603	plus	3		
9606	Homo sapiens	107984409	0	live	LOC107984409		uncharacterized LOC107984409		11q24.3	11	NC_000011.10	128857433	128867179	plus	3		
9606	Homo sapiens	107984407	0	live	LOC107984407		uncharacterized LOC107984407		11q24.2	11	NC_000011.10	126102556	126103441	plus	2		
9606	Homo sapiens	107984406	0	live	LOC107984406		uncharacterized LOC107984406		11q24.2	11	NC_000011.10	124891799	124943590	plus	2		
9606	Homo sapiens	107984405	0	live	LOC107984405		uncharacterized LOC107984405		11q24.2	11	NC_000011.10	124718522	124719920	plus	3		
9606	Homo sapiens	107984404	0	live	LOC107984404		uncharacterized LOC107984404		11q24.2	11	NC_000011.10	124404616	124405687	plus	2		
9606	Homo sapiens	107984403	0	discontinued	LOC107984403		uncharacterized LOC107984403		11q24.2	11	NC_000011.10	124075598	124076899	plus	2		
9606	Homo sapiens	107984400	0	live	LOC107984400		uncharacterized LOC107984400		11q23.3	11	NC_000011.10	120575928	120578735	plus	3		
9606	Homo sapiens	107984398	0	live	LOC107984398		uncharacterized LOC107984398		11q23.3	11	NC_000011.10	119578724	119583149	minus	2		
9606	Homo sapiens	107984391	0	live	LOC107984391		uncharacterized LOC107984391		11q23.2	11	NC_000011.10	114372747	114381272	plus	3		
9606	Homo sapiens	107984389	0	live	LOC107984389		uncharacterized LOC107984389		11q23.1	11	NC_000011.10	112464952	112474507	plus	3		
9606	Homo sapiens	107984386	0	live	LOC107984386		uncharacterized LOC107984386		11q23.1	11	NC_000011.10	111445864	111448644	plus	3		
9606	Homo sapiens	107984381	0	live	LOC107984381		uncharacterized LOC107984381		11q22.3	11	NC_000011.10	105048000	105076154	plus	3		
9606	Homo sapiens	107984379	0	live	LOC107984379		uncharacterized LOC107984379		11q24.2	11	NC_000011.10	127229925	127231863	plus	3		
9606	Homo sapiens	107984378	0	live	LOC107984378		uncharacterized LOC107984378		11p14.3	11	NC_000011.10	24118969	24158536	minus	3		
9606	Homo sapiens	107984377	0	live	LOC107984377		uncharacterized LOC107984377		11q21	11	NC_000011.10	95699357	95701174	plus	2		
9606	Homo sapiens	107984375	0	live	LOC107984375		uncharacterized LOC107984375		11q21	11	NC_000011.10	95038966	95039963	plus	2		
9606	Homo sapiens	107984374	0	live	LOC107984374		uncharacterized LOC107984374		11q24.3	11	NC_000011.10	128051583	128054735	minus	2		
9606	Homo sapiens	107984373	0	live	LOC107984373		uncharacterized LOC107984373		11q24.2	11	NC_000011.10	127427841	127496960	plus	3		
9606	Homo sapiens	107984372	0	live	LOC107984372		uncharacterized LOC107984372		11q23.3	11	NC_000011.10	116626021	116639314	minus	4		
9606	Homo sapiens	107984371	0	live	LOC107984371		uncharacterized LOC107984371		11q14.3	11	NC_000011.10	91315185	91378516	minus	3		
9606	Homo sapiens	107984370	0	live	LOC107984370		uncharacterized LOC107984370		11p15.2	11	NC_000011.10	15843745	15855711	plus	4		
9606	Homo sapiens	107984368	0	live	LOC107984368		uncharacterized LOC107984368		11q13.3	11	NC_000011.10	69818708	69828107	plus	3		
9606	Homo sapiens	107984363	0	discontinued	LOC107984363		uncharacterized LOC107984363		11q14.3	11	NC_000011.10	89113483	89288490	minus	5		
9606	Homo sapiens	107984358	0	live	LOC107984358		uncharacterized LOC107984358		11q13.4	11	NC_000011.10	75132401	75140126	minus	3		
9606	Homo sapiens	107984352	0	live	LOC107984352		uncharacterized LOC107984352		11q13.4	11	NC_000011.10	74931121	74935445	plus	3		
9606	Homo sapiens	107984343	0	live	LOC107984343		uncharacterized LOC107984343		11q13.2	11	NC_000011.10	68676907	68688858	minus	3		
9606	Homo sapiens	107984341	0	live	LOC107984341		uncharacterized LOC107984341		11q13.2	11	NC_000011.10	67112292	67118348	minus	2		
9606	Homo sapiens	107984340	0	live	LOC107984340		uncharacterized LOC107984340		11q13.2	11	NC_000011.10	66272157	66278525	minus	2		
9606	Homo sapiens	107984334	0	live	LOC107984334		uncharacterized LOC107984334		11q12.3	11	NC_000011.10	61953919	61959892	minus	2		
9606	Homo sapiens	107984331	0	live	LOC107984331		uncharacterized LOC107984331		11q12.1	11	NC_000011.10	58018021	58024419	minus	3		
9606	Homo sapiens	107984328	0	live	LOC107984328		uncharacterized LOC107984328		11p11.2	11	NC_000011.10	43828933	43833948	minus	2		
9606	Homo sapiens	107984325	0	live	LOC107984325		uncharacterized LOC107984325		11p12	11	NC_000011.10	36670889	36673462	plus	3		
9606	Homo sapiens	107984321	0	live	LOC107984321		uncharacterized LOC107984321		11p14.1	11	NC_000011.10	30020564	30045410	plus	3		
9606	Homo sapiens	107984315	0	live	LOC107984315		uncharacterized LOC107984315		11p15.2	11	NC_000011.10	14696270	14706038	plus	2		
9606	Homo sapiens	107984311	0	live	LOC107984311		uncharacterized LOC107984311		11p15.3	11	NC_000011.10	11814555	11841841	minus	4		
9606	Homo sapiens	107984303	0	live	LOC107984303		uncharacterized LOC107984303		11p15.4	11	NC_000011.10	6022000	6038390	plus	4		
9606	Homo sapiens	107984302	0	live	LOC107984302		uncharacterized LOC107984302		11p15.4	11	NC_000011.10	5655495	5660832	minus	2		
9606	Homo sapiens	107984293	0	live	LOC107984293		uncharacterized LOC107984293		10q22.2	10	NC_000010.11	75426099	75431610	minus	2		
9606	Homo sapiens	107984292	0	discontinued	LOC107984292		uncharacterized LOC107984292		10q21.2	10	NC_000010.11	60503456	60517134	minus	3		
9606	Homo sapiens	107984283	0	live	LOC107984283		uncharacterized LOC107984283		10q26.3	10	NC_000010.11	132994159	132995575	plus	3		
9606	Homo sapiens	107984282	0	live	LOC107984282		uncharacterized LOC107984282		10q26.3	10	NC_000010.11	132508444	132536923	minus	4		
9606	Homo sapiens	107984277	0	discontinued	LOC107984277		uncharacterized LOC107984277		10q26.2	10	NC_000010.11	125700436	125704861	minus	3		
9606	Homo sapiens	107984275	0	live	LOC107984275		uncharacterized LOC107984275		10q26.13	10	NC_000010.11	123181884	123193175	plus	2		
9606	Homo sapiens	107984274	0	live	LOC107984274		uncharacterized LOC107984274		10q26.11	10	NC_000010.11	117717536	117732442	plus	3		
9606	Homo sapiens	107984273	0	live	LOC107984273		uncharacterized LOC107984273		10q25.3	10	NC_000010.11	116274009	116281071	plus	2		
9606	Homo sapiens	107984269	0	discontinued	LOC107984269		uncharacterized LOC107984269		10q25.3	10	NC_000010.11	113454266	113479189	plus	4		
9606	Homo sapiens	107984268	0	live	LOC107984268		uncharacterized LOC107984268		10q25.2	10	NC_000010.11	112028343	112060249	minus	4		
9606	Homo sapiens	107984266	0	live	LOC107984266		uncharacterized LOC107984266		10q25.1	10	NC_000010.11	105644591	105685155	plus	3		
9606	Homo sapiens	107984265	0	live	LOC107984265		uncharacterized LOC107984265		10q24.32	10	NC_000010.11	102898703	102918335	minus	3		
9606	Homo sapiens	107984263	0	live	LOC107984263		uncharacterized LOC107984263		10q24.32	10	NC_000010.11	102347214	102351316	minus	2		
9606	Homo sapiens	107984260	0	live	LOC107984260		uncharacterized LOC107984260		10q24.2	10	NC_000010.11	97821897	97841432	plus	3		
9606	Homo sapiens	107984258	107984257	secondary	LOC107984258		uncharacterized LOC107984258		10q23.33	10	NC_000010.11	95103532	95128908	minus	4		
9606	Homo sapiens	107984257	0	live	LOC107984257		uncharacterized LOC107984257		10q23.33	10	NC_000010.11	95103532	95228778	minus	10		
9606	Homo sapiens	107984256	0	live	LOC107984256		uncharacterized LOC107984256		10q23.33	10	NC_000010.11	94993728	94998358	minus	3		
9606	Homo sapiens	107984254	0	live	LOC107984254		uncharacterized LOC107984254		10q23.32	10	NC_000010.11	92112383	92115528	plus	2		
9606	Homo sapiens	107984253	0	live	LOC107984253		uncharacterized LOC107984253		10q23.32	10	NC_000010.11	91676200	91706473	minus	4		
9606	Homo sapiens	107984252	0	live	LOC107984252		uncharacterized LOC107984252		10q23.31	10	NC_000010.11	90966022	90981276	plus	3		
9606	Homo sapiens	107984247	0	discontinued	LOC107984247		uncharacterized LOC107984247		10q22.3	10	NC_000010.11	79315417	79321658	minus	3		
9606	Homo sapiens	107984246	0	live	LOC107984246		uncharacterized LOC107984246		10q22.3	10	NC_000010.11	78467230	78469668	minus	2		
9606	Homo sapiens	107984245	0	live	LOC107984245		uncharacterized LOC107984245		10q22.3	10	NC_000010.11	78431829	78461777	minus	3		
9606	Homo sapiens	107984243	0	live	LOC107984243		uncharacterized LOC107984243		10q22.2	10	NC_000010.11	73780629	73781953	minus	2		
9606	Homo sapiens	107984239	0	live	LOC107984239		uncharacterized LOC107984239		10q21.3	10	NC_000010.11	64749084	64793644	plus	3		
9606	Homo sapiens	107984238	0	live	LOC107984238		uncharacterized LOC107984238		10q21.3	10	NC_000010.11	63645325	63700359	minus	3		
9606	Homo sapiens	107984236	0	live	LOC107984236		uncharacterized LOC107984236		10q21.2	10	NC_000010.11	60944374	60945266	plus	2		
9606	Homo sapiens	107984235	0	live	LOC107984235		uncharacterized LOC107984235		10q21.2	10	NC_000010.11	59479544	59538797	minus	3		
9606	Homo sapiens	107984234	0	discontinued	LOC107984234		uncharacterized LOC107984234		10q21.1	10	NC_000010.11	58539209	58548912	plus	3		
9606	Homo sapiens	107984223	0	live	LOC107984223		uncharacterized LOC107984223		10p11.21	10	NC_000010.11	37395040	37430564	plus	2		
9606	Homo sapiens	107984222	0	live	LOC107984222		uncharacterized LOC107984222		10p11.21	10	NC_000010.11	36044404	36072441	plus	3		
9606	Homo sapiens	107984221	0	live	LOC107984221		uncharacterized LOC107984221		10p11.21	10	NC_000010.11	35581447	35586346	plus	3		
9606	Homo sapiens	107984220	0	live	LOC107984220		uncharacterized LOC107984220		10p11.21	10	NC_000010.11	35296545	35306715	minus	3		
9606	Homo sapiens	107984219	0	live	LOC107984219		uncharacterized LOC107984219		10p11.22	10	NC_000010.11	31922852	32020399	plus	3		
9606	Homo sapiens	107984218	0	live	LOC107984218		uncharacterized LOC107984218		10p11.23	10	NC_000010.11	29992488	30001072	minus	2		
9606	Homo sapiens	107984217	0	live	LOC107984217		uncharacterized LOC107984217		10p11.23	10	NC_000010.11	29367612	29374370	plus	3		
9606	Homo sapiens	107984216	0	live	LOC107984216		uncharacterized LOC107984216		10p12.1	10	NC_000010.11	28441162	28442373	plus	3		
9606	Homo sapiens	107984215	0	live	LOC107984215		uncharacterized LOC107984215		10p12.2	10	NC_000010.11	22995424	23095279	minus	3		
9606	Homo sapiens	107984213	0	live	LOC107984213		uncharacterized LOC107984213		10p12.33	10	NC_000010.11	18256249	18261504	minus	2		
9606	Homo sapiens	107984211	0	live	LOC107984211		uncharacterized LOC107984211		10p13	10	NC_000010.11	15208257	15211337	minus	3		
9606	Homo sapiens	107984209	0	live	LOC107984209		uncharacterized LOC107984209		10p13	10	NC_000010.11	12473408	12477111	plus	2		
9606	Homo sapiens	107984207	0	live	LOC107984207		uncharacterized LOC107984207		10p14	10	NC_000010.11	10330743	10341258	minus	3		
9606	Homo sapiens	107984206	0	live	LOC107984206		uncharacterized LOC107984206		10p14	10	NC_000010.11	8172541	8181699	minus	3		
9606	Homo sapiens	107984202	0	live	LOC107984202		uncharacterized LOC107984202		10p15.1	10	NC_000010.11	6492469	6493376	plus	2		
9606	Homo sapiens	107984201	0	live	LOC107984201		uncharacterized LOC107984201		10p15.1	10	NC_000010.11	6035410	6036422	plus	2		
9606	Homo sapiens	107984200	0	live	LOC107984200		uncharacterized LOC107984200		10p15.1	10	NC_000010.11	5960755	5974064	plus	3		
9606	Homo sapiens	107984199	0	live	LOC107984199		uncharacterized LOC107984199		10p15.1	10	NC_000010.11	5624397	5633025	minus	2		
9606	Homo sapiens	107984197	0	live	LOC107984197		uncharacterized LOC107984197		10p15.1	10	NC_000010.11	4706068	4721286	plus	3		
9606	Homo sapiens	107984193	0	live	LOC107984193		uncharacterized LOC107984193		10p15.2	10	NC_000010.11	3637587	3647309	minus	3		
9606	Homo sapiens	107984192	0	live	LOC107984192		uncharacterized LOC107984192		10p15.2	10	NC_000010.11	3483547	3491642	plus	2		
9606	Homo sapiens	107984191	0	live	LOC107984191		uncharacterized LOC107984191		10p15.3	10	NC_000010.11	260172	272119	minus	4		
9606	Homo sapiens	107984190	0	live	LOC107984190		uncharacterized LOC107984190		10p15.3	10	NC_000010.11	242594	248903	minus	2		
9606	Homo sapiens	107984188	0	live	LOC107984188		uncharacterized LOC107984188		10p11.21	10	NC_000010.11	35714124	35727386	plus	3		
9606	Homo sapiens	107984187	0	live	LOC107984187		uncharacterized LOC107984187		10q23.1	10	NC_000010.11	83158009	83166695	plus	3		
9606	Homo sapiens	107984186	0	live	LOC107984186		uncharacterized LOC107984186		10q26.3	10	NC_000010.11	131062150	131068948	minus	3		
9606	Homo sapiens	107984185	0	live	LOC107984185		uncharacterized LOC107984185		10q26.2	10	NC_000010.11	128714827	128721348	plus	3		
